track_id,direction,frame,timestamp
2,OUT,3,0.125
1,OUT,14,0.5833333333333334
4,IN,25,1.0416666666666667
3,OUT,54,2.25
7,IN,74,3.0833333333333335
32,OUT,281,11.708333333333334
31,IN,298,12.416666666666666
41,OUT,324,13.5
37,IN,345,14.375
34,IN,346,14.416666666666666
