track_id,direction,frame,timestamp
3,OUT,3,0.125
1,OUT,15,0.625
4,IN,25,1.0416666666666667
7,OUT,54,2.25
5,IN,74,3.0833333333333335
51,OUT,281,11.708333333333334
56,IN,298,12.416666666666666
79,OUT,323,13.458333333333334
62,IN,345,14.375
65,IN,346,14.416666666666666
