track_id,direction,frame,timestamp
3,OUT,3,0.125
2,OUT,15,0.625
5,IN,25,1.0416666666666667
4,OUT,54,2.25
7,IN,74,3.0833333333333335
9,OUT,281,11.708333333333334
8,IN,298,12.416666666666666
12,OUT,324,13.5
11,IN,345,14.375
10,IN,346,14.416666666666666
